country,tenkm
Wales,SH94
Wales,SH95
Wales,SH96
Wales,SH97
Wales,SH98
Wales,SJ00
Wales,SJ01
Wales,SJ02
Wales,SJ03
Wales,SJ04
Wales,SJ05
Wales,SJ06
Wales,SJ07
Wales,SJ08
Wales,SJ10
Wales,SJ11
Wales,SJ12
Wales,SJ13
Wales,SJ14
Wales,SJ15
Wales,SJ16
Wales,SJ17
Wales,SJ18
England,SJ19
Wales,SJ20
Wales,SJ21
England,SJ22
Wales,SJ23
Wales,SJ24
Wales,SJ25
Wales,SJ26
Wales,SJ27
England,SJ28
England,SJ29
England,SJ30
England,SJ31
England,SJ32
England,SJ33
Wales,SJ34
Wales,SJ35
Wales,SJ36
England,SJ37
England,SJ38
England,SJ39
England,SJ40
England,SJ41
England,SJ42
England,SJ43
Wales,SJ44
England,SJ45
England,SJ46
England,SJ47
England,SJ48
England,SJ49
England,SJ50
England,SJ51
England,SJ52
England,SJ53
England,SJ54
England,SJ55
England,SJ56
England,SJ57
England,SJ58
England,SJ59
England,SJ60
England,SJ61
England,SJ62
England,SJ63
England,SJ64
England,SJ65
England,SJ66
England,SJ67
England,SJ68
England,SJ69
England,SJ70
England,SJ71
England,SJ72
England,SJ73
England,SJ74
England,SJ75
England,SJ76
England,SJ77
England,SJ78
England,SJ79
England,SJ80
England,SJ81
England,SJ82
England,SJ83
England,SJ84
England,SJ85
England,SJ86
England,SJ87
England,SJ88
England,SJ89
England,SJ90
England,SJ91
England,SJ92
England,SJ93
England,SJ94
England,SJ95
England,SJ96
England,SJ97
England,SJ98
England,SJ99
England,SK00
England,SK01
England,SK02
England,SK03
England,SK04
England,SK05
England,SK06
England,SK07
England,SK08
England,SK09
England,SK10
England,SK11
England,SK12
England,SK13
England,SK14
England,SK15
England,SK16
England,SK17
England,SK18
England,SK19
England,SK20
England,SK21
England,SK22
England,SK23
England,SK24
England,SK25
England,SK26
England,SK27
England,SK28
England,SK29
England,SK30
England,SK31
England,SK32
England,SK33
England,SK34
England,SK35
England,SK36
England,SK37
England,SK38
England,SK39
England,SK40
England,SK41
England,SK42
England,SK43
England,SK44
England,SK45
England,SK46
England,SK47
England,SK48
England,SK49
England,SK50
England,SK51
England,SK52
England,SK53
England,SK54
England,SK55
England,SK56
England,SK57
England,SK58
England,SK59
England,SK60
England,SK61
England,SK62
England,SK63
England,SK64
England,SK65
England,SK66
England,SK67
England,SK68
England,SK69
England,SK70
England,SK71
England,SK72
England,SK73
England,SK74
England,SK75
England,SK76
England,SK77
England,SK78
England,SK79
England,SK80
England,SK81
England,SK82
England,SK83
England,SK84
England,SK85
England,SK86
England,SK87
England,SK88
England,SK89
England,SK90
England,SK91
England,SK92
England,SK93
England,SK94
England,SK95
England,SK96
England,SK97
England,SK98
England,SK99
England,SM36
Wales,SM50
Wales,SM51
Wales,SM60
Wales,SM61
Wales,SM62
Wales,SM63
Wales,SM70
Wales,SM71
Wales,SM72
Wales,SM73
Wales,SM80
Wales,SM81
Wales,SM82
Wales,SM83
Wales,SM84
Wales,SM90
Wales,SM91
Wales,SM92
Wales,SM93
Wales,SM94
Wales,SN00
Wales,SN01
Wales,SN02
Wales,SN03
Wales,SN04
Wales,SN05
Wales,SN10
Wales,SN11
Wales,SN12
Wales,SN13
Wales,SN14
Wales,SN15
Wales,SN20
Wales,SN21
Wales,SN22
Wales,SN23
Wales,SN24
Wales,SN25
Wales,SN30
Wales,SN31
Wales,SN32
Wales,SN33
Wales,SN34
Wales,SN35
Wales,SN36
Wales,SN40
Wales,SN41
Wales,SN42
Wales,SN43
Wales,SN44
Wales,SN45
Wales,SN46
Wales,SN47
Wales,SN50
Wales,SN51
Wales,SN52
Wales,SN53
Wales,SN54
Wales,SN55
Wales,SN56
Wales,SN57
Wales,SN58
Wales,SN59
Wales,SN60
Wales,SN61
Wales,SN62
Wales,SN63
Wales,SN64
Wales,SN65
Wales,SN66
Wales,SN67
Wales,SN68
Wales,SN69
Wales,SN70
Wales,SN71
Wales,SN72
Wales,SN73
Wales,SN74
Wales,SN75
Wales,SN76
Wales,SN77
Wales,SN78
Wales,SN79
Wales,SN80
Wales,SN81
Wales,SN82
Wales,SN83
Wales,SN84
Wales,SN85
Wales,SN86
Wales,SN87
Wales,SN88
Wales,SN89
Wales,SN90
Wales,SN91
Wales,SN92
Wales,SN93
Wales,SN94
Wales,SN95
Wales,SN96
Wales,SN97
Wales,SN98
Wales,SN99
Wales,SO00
Wales,SO01
Wales,SO02
Wales,SO03
Wales,SO04
Wales,SO05
Wales,SO06
Wales,SO07
Wales,SO08
Wales,SO09
Wales,SO10
Wales,SO11
Wales,SO12
Wales,SO13
Wales,SO14
Wales,SO15
Wales,SO16
Wales,SO17
Wales,SO18
Wales,SO19
Wales,SO20
Wales,SO21
Wales,SO22
Wales,SO23
England,SO24
Wales,SO25
Wales,SO26
Wales,SO27
England,SO28
Wales,SO29
Wales,SO30
Wales,SO31
Wales,SO32
England,SO33
England,SO34
England,SO35
England,SO36
England,SO37
England,SO38
England,SO39
Wales,SO40
Wales,SO41
England,SO42
England,SO43
England,SO44
England,SO45
England,SO46
England,SO47
England,SO48
England,SO49
England,SO50
England,SO51
England,SO52
England,SO53
England,SO54
England,SO55
England,SO56
England,SO57
England,SO58
England,SO59
England,SO60
England,SO61
England,SO62
England,SO63
England,SO64
England,SO65
England,SO66
England,SO67
England,SO68
England,SO69
England,SO70
England,SO71
England,SO72
England,SO73
England,SO74
England,SO75
England,SO76
England,SO77
England,SO78
England,SO79
England,SO80
England,SO81
England,SO82
England,SO83
England,SO84
England,SO85
England,SO86
England,SO87
England,SO88
England,SO89
England,SO90
England,SO91
England,SO92
England,SO93
England,SO94
England,SO95
England,SO96
England,SO97
England,SO98
England,SO99
England,SP00
England,SP01
England,SP02
England,SP03
England,SP04
England,SP05
England,SP06
England,SP07
England,SP08
England,SP09
England,SP10
England,SP11
England,SP12
England,SP13
England,SP14
England,SP15
England,SP16
England,SP17
England,SP18
England,SP19
England,SP20
England,SP21
England,SP22
England,SP23
England,SP24
England,SP25
England,SP26
England,SP27
England,SP28
England,SP29
England,SP30
England,SP31
England,SP32
England,SP33
England,SP34
England,SP35
England,SP36
England,SP37
England,SP38
England,SP39
England,SP40
England,SP41
England,SP42
England,SP43
England,SP44
England,SP45
England,SP46
England,SP47
England,SP48
England,SP49
England,SP50
England,SP51
England,SP52
England,SP53
England,SP54
England,SP55
England,SP56
England,SP57
England,SP58
England,SP59
England,SP60
England,SP61
England,SP62
England,SP63
England,SP64
England,SP65
England,SP66
England,SP67
England,SP68
England,SP69
England,SP70
England,SP71
England,SP72
England,SP73
England,SP74
England,SP75
England,SP76
England,SP77
England,SP78
England,SP79
England,SP80
England,SP81
England,SP82
England,SP83
England,SP84
England,SP85
England,SP86
England,SP87
England,SP88
England,SP89
England,SP90
England,SP91
England,SP92
England,SP93
England,SP94
England,SP95
England,SP96
England,SP97
England,SP98
England,SP99
Wales,SR79
Wales,SR89
Wales,SR98
Wales,SR99
England,SS04
Wales,SS09
England,SS10
England,SS11
England,SS12
England,SS14
England,SS15
Wales,SS19
England,SS20
England,SS21
England,SS22
England,SS23
England,SS30
England,SS31
England,SS32
England,SS33
England,SS34
Wales,SS38
Wales,SS39
England,SS40
England,SS41
England,SS42
England,SS43
England,SS44
England,SS45
Wales,SS48
Wales,SS49
England,SS50
England,SS51
England,SS52
England,SS53
England,SS54
England,SS55
Wales,SS58
Wales,SS59
England,SS60
England,SS61
England,SS62
England,SS63
England,SS64
England,SS65
Wales,SS68
Wales,SS69
England,SS70
England,SS71
England,SS72
England,SS73
England,SS74
England,SS75
Wales,SS77
Wales,SS78
Wales,SS79
England,SS80
England,SS81
England,SS82
England,SS83
England,SS84
England,SS85
Wales,SS86
Wales,SS87
Wales,SS88
Wales,SS89
England,SS90
England,SS91
England,SS92
England,SS93
England,SS94
England,SS95
Wales,SS96
Wales,SS97
Wales,SS98
Wales,SS99
England,ST00
England,ST01
England,ST02
England,ST03
England,ST04
Wales,ST06
Wales,ST07
Wales,ST08
Wales,ST09
England,ST10
England,ST11
England,ST12
England,ST13
England,ST14
England,ST15
Wales,ST16
Wales,ST17
Wales,ST18
Wales,ST19
England,ST20
England,ST21
England,ST22
England,ST23
England,ST24
England,ST25
England,ST26
Wales,ST27
Wales,ST28
Wales,ST29
England,ST30
England,ST31
England,ST32
England,ST33
England,ST34
England,ST35
England,ST36
England,ST37
Wales,ST38
Wales,ST39
England,ST40
England,ST41
England,ST42
England,ST43
England,ST44
England,ST45
England,ST46
England,ST47
Wales,ST48
Wales,ST49
England,ST50
England,ST51
England,ST52
England,ST53
England,ST54
England,ST55
England,ST56
England,ST57
England,ST58
England,ST59
England,ST60
England,ST61
England,ST62
England,ST63
England,ST64
England,ST65
England,ST66
England,ST67
England,ST68
England,ST69
England,ST70
England,ST71
England,ST72
England,ST73
England,ST74
England,ST75
England,ST76
England,ST77
England,ST78
England,ST79
England,ST80
England,ST81
England,ST82
England,ST83
England,ST84
England,ST85
England,ST86
England,ST87
England,ST88
England,ST89
England,ST90
England,ST91
England,ST92
England,ST93
England,ST94
England,ST95
England,ST96
England,ST97
England,ST98
England,ST99
England,SU00
England,SU01
England,SU02
England,SU03
England,SU04
England,SU05
England,SU06
England,SU07
England,SU08
England,SU09
England,SU10
England,SU11
England,SU12
England,SU13
England,SU14
England,SU15
England,SU16
England,SU17
England,SU18
England,SU19
England,SU20
England,SU21
England,SU22
England,SU23
England,SU24
England,SU25
England,SU26
England,SU27
England,SU28
England,SU29
England,SU30
England,SU31
England,SU32
England,SU33
England,SU34
England,SU35
England,SU36
England,SU37
England,SU38
England,SU39
England,SU40
England,SU41
England,SU42
England,SU43
England,SU44
England,SU45
England,SU46
England,SU47
England,SU48
England,SU49
England,SU50
England,SU51
England,SU52
England,SU53
England,SU54
England,SU55
England,SU56
England,SU57
England,SU58
England,SU59
England,SU60
England,SU61
England,SU62
England,SU63
England,SU64
England,SU65
England,SU66
England,SU67
England,SU68
England,SU69
England,SU70
England,SU71
England,SU72
England,SU73
England,SU74
England,SU75
England,SU76
England,SU77
England,SU78
England,SU79
England,SU80
England,SU81
England,SU82
England,SU83
England,SU84
England,SU85
England,SU86
England,SU87
England,SU88
England,SU89
England,SU90
England,SU91
England,SU92
England,SU93
England,SU94
England,SU95
England,SU96
England,SU97
England,SU98
England,SU99
England,SV00
England,SV70
England,SV71
England,SV80
England,SV81
England,SV82
England,SV90
England,SV91
England,SV92
England,SW02
England,SW11
England,SW20
England,SW21
England,SW22
England,SW31
England,SW32
England,SW33
England,SW41
England,SW42
England,SW43
England,SW44
England,SW52
England,SW53
England,SW54
England,SW60
England,SW61
England,SW62
England,SW63
England,SW64
England,SW65
England,SW70
England,SW71
England,SW72
England,SW73
England,SW74
England,SW75
England,SW76
England,SW77
England,SW81
England,SW82
England,SW83
England,SW84
England,SW85
England,SW86
England,SW87
England,SW88
England,SW93
England,SW94
England,SW95
England,SW96
England,SW97
England,SW98
England,SX03
England,SX04
England,SX05
England,SX06
England,SX07
England,SX08
England,SX09
England,SX14
England,SX15
England,SX16
England,SX17
England,SX18
England,SX19
England,SX24
England,SX25
England,SX26
England,SX27
England,SX28
England,SX29
England,SX34
England,SX35
England,SX36
England,SX37
England,SX38
England,SX39
England,SX44
England,SX45
England,SX46
England,SX47
England,SX48
England,SX49
England,SX54
England,SX55
England,SX56
England,SX57
England,SX58
England,SX59
England,SX63
England,SX64
England,SX65
England,SX66
England,SX67
England,SX68
England,SX69
England,SX73
England,SX74
England,SX75
England,SX76
England,SX77
England,SX78
England,SX79
England,SX83
England,SX84
England,SX85
England,SX86
England,SX87
England,SX88
England,SX89
England,SX91
England,SX94
England,SX95
England,SX96
England,SX97
England,SX98
England,SX99
England,SY07
England,SY08
England,SY09
England,SY17
England,SY18
England,SY19
England,SY28
England,SY29
England,SY38
England,SY39
England,SY48
England,SY49
England,SY57
England,SY58
England,SY59
England,SY66
England,SY67
England,SY68
England,SY69
England,SY76
England,SY77
England,SY78
England,SY79
England,SY87
England,SY88
England,SY89
England,SY97
England,SY98
England,SY99
England,SZ07
England,SZ08
England,SZ09
England,SZ18
England,SZ19
England,SZ28
England,SZ29
England,SZ37
England,SZ38
England,SZ39
England,SZ47
England,SZ48
England,SZ49
England,SZ57
England,SZ58
England,SZ59
England,SZ67
England,SZ68
England,SZ69
England,SZ79
England,SZ88
England,SZ89
England,SZ99
England,TA00
England,TA01
England,TA02
England,TA03
England,TA04
England,TA05
England,TA06
England,TA07
England,TA08
England,TA09
England,TA10
England,TA11
England,TA12
England,TA13
England,TA14
England,TA15
England,TA16
England,TA17
England,TA18
England,TA20
England,TA21
England,TA22
England,TA23
England,TA24
England,TA25
England,TA26
England,TA27
England,TA30
England,TA31
England,TA32
England,TA33
England,TA40
England,TA41
England,TA42
England,TF00
England,TF01
England,TF02
England,TF03
England,TF04
England,TF05
England,TF06
England,TF07
England,TF08
England,TF09
England,TF10
England,TF11
England,TF12
England,TF13
England,TF14
England,TF15
England,TF16
England,TF17
England,TF18
England,TF19
England,TF20
England,TF21
England,TF22
England,TF23
England,TF24
England,TF25
England,TF26
England,TF27
England,TF28
England,TF29
England,TF30
England,TF31
England,TF32
England,TF33
England,TF34
England,TF35
England,TF36
England,TF37
England,TF38
England,TF39
England,TF40
England,TF41
England,TF42
England,TF43
England,TF44
England,TF45
England,TF46
England,TF47
England,TF48
England,TF49
England,TF50
England,TF51
England,TF52
England,TF53
England,TF54
England,TF55
England,TF56
England,TF57
England,TF58
England,TF59
England,TF60
England,TF61
England,TF62
England,TF63
England,TF64
England,TF65
England,TF66
England,TF67
England,TF70
England,TF71
England,TF72
England,TF73
England,TF74
England,TF75
England,TF76
England,TF80
England,TF81
England,TF82
England,TF83
England,TF84
England,TF85
England,TF90
England,TF91
England,TF92
England,TF93
England,TF94
England,TF95
England,TG00
England,TG01
England,TG02
England,TG03
England,TG04
England,TG05
England,TG10
England,TG11
England,TG12
England,TG13
England,TG14
England,TG20
England,TG21
England,TG22
England,TG23
England,TG24
England,TG30
England,TG31
England,TG32
England,TG33
England,TG34
England,TG40
England,TG41
England,TG42
England,TG43
England,TG50
England,TG51
England,TG52
England,TL00
England,TL01
England,TL02
England,TL03
England,TL04
England,TL05
England,TL06
England,TL07
England,TL08
England,TL09
England,TL10
England,TL11
England,TL12
England,TL13
England,TL14
England,TL15
England,TL16
England,TL17
England,TL18
England,TL19
England,TL20
England,TL21
England,TL22
England,TL23
England,TL24
England,TL25
England,TL26
England,TL27
England,TL28
England,TL29
England,TL30
England,TL31
England,TL32
England,TL33
England,TL34
England,TL35
England,TL36
England,TL37
England,TL38
England,TL39
England,TL40
England,TL41
England,TL42
England,TL43
England,TL44
England,TL45
England,TL46
England,TL47
England,TL48
England,TL49
England,TL50
England,TL51
England,TL52
England,TL53
England,TL54
England,TL55
England,TL56
England,TL57
England,TL58
England,TL59
England,TL60
England,TL61
England,TL62
England,TL63
England,TL64
England,TL65
England,TL66
England,TL67
England,TL68
England,TL69
England,TL70
England,TL71
England,TL72
England,TL73
England,TL74
England,TL75
England,TL76
England,TL77
England,TL78
England,TL79
England,TL80
England,TL81
England,TL82
England,TL83
England,TL84
England,TL85
England,TL86
England,TL87
England,TL88
England,TL89
England,TL90
England,TL91
England,TL92
England,TL93
England,TL94
England,TL95
England,TL96
England,TL97
England,TL98
England,TL99
England,TM00
England,TM01
England,TM02
England,TM03
England,TM04
England,TM05
England,TM06
England,TM07
England,TM08
England,TM09
England,TM10
England,TM11
England,TM12
England,TM13
England,TM14
England,TM15
England,TM16
England,TM17
England,TM18
England,TM19
England,TM21
England,TM22
England,TM23
England,TM24
England,TM25
England,TM26
England,TM27
England,TM28
England,TM29
England,TM32
England,TM33
England,TM34
England,TM35
England,TM36
England,TM37
England,TM38
England,TM39
England,TM44
England,TM45
England,TM46
England,TM47
England,TM48
England,TM49
England,TM55
England,TM56
England,TM57
England,TM58
England,TM59
England,TQ00
England,TQ01
England,TQ02
England,TQ03
England,TQ04
England,TQ05
England,TQ06
England,TQ07
England,TQ08
England,TQ09
England,TQ10
England,TQ11
England,TQ12
England,TQ13
England,TQ14
England,TQ15
England,TQ16
England,TQ17
England,TQ18
England,TQ19
England,TQ20
England,TQ21
England,TQ22
England,TQ23
England,TQ24
England,TQ25
England,TQ26
England,TQ27
England,TQ28
England,TQ29
England,TQ30
England,TQ31
England,TQ32
England,TQ33
England,TQ34
England,TQ35
England,TQ36
England,TQ37
England,TQ38
England,TQ39
England,TQ40
England,TQ41
England,TQ42
England,TQ43
England,TQ44
England,TQ45
England,TQ46
England,TQ47
England,TQ48
England,TQ49
England,TQ50
England,TQ51
England,TQ52
England,TQ53
England,TQ54
England,TQ55
England,TQ56
England,TQ57
England,TQ58
England,TQ59
England,TQ60
England,TQ61
England,TQ62
England,TQ63
England,TQ64
England,TQ65
England,TQ66
England,TQ67
England,TQ68
England,TQ69
England,TQ70
England,TQ71
England,TQ72
England,TQ73
England,TQ74
England,TQ75
England,TQ76
England,TQ77
England,TQ78
England,TQ79
England,TQ80
England,TQ81
England,TQ82
England,TQ83
England,TQ84
England,TQ85
England,TQ86
England,TQ87
England,TQ88
England,TQ89
England,TQ90
England,TQ91
England,TQ92
England,TQ93
England,TQ94
England,TQ95
England,TQ96
England,TQ97
England,TQ98
England,TQ99
England,TR01
England,TR02
England,TR03
England,TR04
England,TR05
England,TR06
England,TR07
England,TR08
England,TR09
England,TR11
England,TR12
England,TR13
England,TR14
England,TR15
England,TR16
England,TR17
England,TR19
England,TR23
England,TR24
England,TR25
England,TR26
England,TR27
England,TR33
England,TR34
England,TR35
England,TR36
England,TR37
England,TR44
England,TR45
England,TR46
England,TR47
England,TV09
England,TV19
England,TV39
England,TV49
England,TV59
England,TV69
England,NX30
England,NX40
England,SC16
England,SC17
England,SC26
England,SC27
England,SC28
England,SC36
England,SC37
England,SC38
England,SC39
England,SC47
England,SC48
England,SC49
